numero;tipo;gravidade;evento
2601/180455;SSO - BOP failure during test/operation;MINOR;(NCS-Asgard A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/904590;SSO - Dropped objects > 50 Joules;SEVERE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/717818;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/658218;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Snorre A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/482726;SSO - BOP failure during test/operation;MODERATE;(NCS-Ekofisk Complex) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/421605;SSO - Major structural fatigue or damage;MODERATE;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/311518;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/375089;SSO - Accidental hydrocarbon leak >0.1kg/s;SEVERE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/251021;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/125143;SSO - Major structural fatigue or damage;MINOR;(NCS-Troll A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/023712;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2512/082683;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/989823;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/926655;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Martin Linge) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/831587;SSO - BOP failure during test/operation;MINOR;(NCS-Aasta Hansteen) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/829591;SSO - CSB / Shear system malfunction;MINOR;(NCS-Troll A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/861571;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/622166;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/626517;SSO - BOP failure during test/operation;MINOR;(NCS-Valhall) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/626046;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/551278;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/507865;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/513963;SSO - Accidental hydrocarbon leak >0.1kg/s;MODERATE;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/459250;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/337637;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/381706;SSO - Dropped objects > 50 Joules;MODERATE;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/104725;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Troll A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2511/031247;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/723030;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/705671;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/623477;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Asgard A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/663992;SSO - Major structural fatigue or damage;MINOR;(NCS-Gullfaks C) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/600009;SSO - Major structural fatigue or damage;MINOR;(NCS-Valhall) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/610175;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Oseberg Field Centre) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/479024;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/081054;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/044922;SSO - Major structural fatigue or damage;MINOR;(NCS-Ekofisk Complex) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2510/052060;SSO - Incident involving Well Control equipment / kick;MODERATE;(NCS-Gullfaks C) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/962125;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Heidrun) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/949226;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/965833;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/712923;SSO - Major structural fatigue or damage;MODERATE;(NCS-Snorre A) Detected structural failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/731541;SSO - BOP failure during test/operation;MINOR;(NCS-Snorre A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/604850;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Valhall) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/522119;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Aasta Hansteen) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/437685;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/284993;SSO - BOP failure during test/operation;MINOR;(NCS-Aasta Hansteen) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/145063;SSO - CSB / Shear system malfunction;MINOR;(NCS-Oseberg Field Centre) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/059684;SSO - BOP failure during test/operation;MODERATE;(NCS-Asgard A) Detected bop failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2509/033213;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Oseberg Field Centre) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/959891;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Johan Sverdrup) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/926224;SSO - Dropped objects > 50 Joules;MINOR;(NCS-Snorre A) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/945969;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Ekofisk Complex) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/895924;SSO - CSB / Shear system malfunction;SEVERE;(NCS-Troll A) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/736308;SSO - Incident involving Well Control equipment / kick;MINOR;(NCS-Troll A) Detected kick (primary barrier) condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/430759;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/209881;SSO - CSB / Shear system malfunction;MODERATE;(NCS-Martin Linge) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/221208;SSO - CSB / Shear system malfunction;MINOR;(NCS-Gullfaks C) Detected csb failure condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2508/068839;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Ekofisk Complex) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
2507/974096;SSO - Accidental hydrocarbon leak >0.1kg/s;MINOR;(NCS-Statfjord B) Detected other condition requiring intervention. Standard RNNP recording protocols initiated under HAVTIL directives.
